Account,Category,Amount,from_date,to_date,account_line_type
Advertising,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Bank Fees,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Consulting & Accounting,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Depreciation,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Entertainment,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Hire Equipment,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Insurance - Business,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Interest Expense,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Motor Vehicle Expenses,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Office Expenses,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Staff Amenities,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Staff Education/Training,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Subscriptions,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Telephone & Internet,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Travel - National,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Workcover Expenses,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Total Operating Expenses,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Operating Expenses
Net Profit,7 Wilnua Court Briar Hill,0.0,2024-03-01,2024-03-31,Other
Sales,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Income
Total Trading Income,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Income
Contractors,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Cost of Sales
Cost of Goods Sold,73-87 Hillmartin lane Diamond Creek,1317.45,2024-03-01,2024-03-31,Cost of Sales
Hire of Equipment/Tools,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Cost of Sales
Insurance - Warranty,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
License & Permits,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Superannuation,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Wages and Salaries,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Total Cost of Sales,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Income
Gross Profit,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Advertising,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Bank Fees,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Consulting & Accounting,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Depreciation,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Entertainment,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Hire Equipment,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Insurance - Business,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Interest Expense,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Motor Vehicle Expenses,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Office Expenses,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Staff Amenities,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Staff Education/Training,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Subscriptions,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Telephone & Internet,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Travel - National,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Workcover Expenses,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Total Operating Expenses,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Operating Expenses
Net Profit,73-87 Hillmartin lane Diamond Creek,0.0,2024-03-01,2024-03-31,Other
Sales,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Income
Total Trading Income,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Income
Contractors,85 Starling Road Diamond Creek Stage 2,64855.0,2024-03-01,2024-03-31,Cost of Sales
Cost of Goods Sold,85 Starling Road Diamond Creek Stage 2,6920.05,2024-03-01,2024-03-31,Cost of Sales
Hire of Equipment/Tools,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Cost of Sales
Insurance - Warranty,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
License & Permits,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Superannuation,85 Starling Road Diamond Creek Stage 2,1368.01,2024-03-01,2024-03-31,Other
Wages and Salaries,85 Starling Road Diamond Creek Stage 2,13264.29,2024-03-01,2024-03-31,Other
Total Cost of Sales,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Income
Gross Profit,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Advertising,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Bank Fees,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Consulting & Accounting,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Depreciation,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Entertainment,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Hire Equipment,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Insurance - Business,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Interest Expense,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Motor Vehicle Expenses,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Office Expenses,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Staff Amenities,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Staff Education/Training,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Subscriptions,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Telephone & Internet,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Travel - National,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Workcover Expenses,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Total Operating Expenses,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Operating Expenses
Net Profit,85 Starling Road Diamond Creek Stage 2,0.0,2024-03-01,2024-03-31,Other
Sales,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Income
Total Trading Income,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Income
Contractors,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Cost of Sales
Cost of Goods Sold,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Cost of Sales
Hire of Equipment/Tools,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Cost of Sales
Insurance - Warranty,9a Quinns Rd WELLSFORD VIC 3551,2850.58,2024-03-01,2024-03-31,Other
License & Permits,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Superannuation,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Wages and Salaries,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Total Cost of Sales,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Income
Gross Profit,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Advertising,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Bank Fees,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Consulting & Accounting,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Depreciation,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Entertainment,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Hire Equipment,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Insurance - Business,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Interest Expense,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Motor Vehicle Expenses,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Office Expenses,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Staff Amenities,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Staff Education/Training,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Subscriptions,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Telephone & Internet,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Travel - National,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Workcover Expenses,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Total Operating Expenses,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Operating Expenses
Net Profit,9a Quinns Rd WELLSFORD VIC 3551,0.0,2024-03-01,2024-03-31,Other
Sales,Mates Rates,0.0,2024-03-01,2024-03-31,Income
Total Trading Income,Mates Rates,0.0,2024-03-01,2024-03-31,Income
Contractors,Mates Rates,0.0,2024-03-01,2024-03-31,Cost of Sales
Cost of Goods Sold,Mates Rates,0.0,2024-03-01,2024-03-31,Cost of Sales
Hire of Equipment/Tools,Mates Rates,0.0,2024-03-01,2024-03-31,Cost of Sales
Insurance - Warranty,Mates Rates,0.0,2024-03-01,2024-03-31,Other
License & Permits,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Superannuation,Mates Rates,170.49,2024-03-01,2024-03-31,Other
Wages and Salaries,Mates Rates,1581.88,2024-03-01,2024-03-31,Other
Total Cost of Sales,Mates Rates,0.0,2024-03-01,2024-03-31,Income
Gross Profit,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Advertising,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Bank Fees,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Consulting & Accounting,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Depreciation,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Entertainment,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Hire Equipment,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Insurance - Business,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Interest Expense,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Motor Vehicle Expenses,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Office Expenses,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Staff Amenities,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Staff Education/Training,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Subscriptions,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Telephone & Internet,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Travel - National,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Workcover Expenses,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Total Operating Expenses,Mates Rates,0.0,2024-03-01,2024-03-31,Operating Expenses
Net Profit,Mates Rates,0.0,2024-03-01,2024-03-31,Other
Sales,Overheads,0.0,2024-03-01,2024-03-31,Income
Total Trading Income,Overheads,0.0,2024-03-01,2024-03-31,Income
Contractors,Overheads,0.0,2024-03-01,2024-03-31,Cost of Sales
Cost of Goods Sold,Overheads,1188.76,2024-03-01,2024-03-31,Cost of Sales
Hire of Equipment/Tools,Overheads,114.91,2024-03-01,2024-03-31,Cost of Sales
Insurance - Warranty,Overheads,0.0,2024-03-01,2024-03-31,Other
License & Permits,Overheads,1148.1,2024-03-01,2024-03-31,Other
Superannuation,Overheads,1710.88,2024-03-01,2024-03-31,Other
Wages and Salaries,Overheads,15613.24,2024-03-01,2024-03-31,Other
Total Cost of Sales,Overheads,0.0,2024-03-01,2024-03-31,Income
Gross Profit,Overheads,0.0,2024-03-01,2024-03-31,Other
Advertising,Overheads,825.0,2024-03-01,2024-03-31,Other
Bank Fees,Overheads,523.61,2024-03-01,2024-03-31,Other
Consulting & Accounting,Overheads,1200.0,2024-03-01,2024-03-31,Other
Depreciation,Overheads,334.21,2024-03-01,2024-03-31,Other
Entertainment,Overheads,126.49,2024-03-01,2024-03-31,Other
Hire Equipment,Overheads,0.0,2024-03-01,2024-03-31,Other
Insurance - Business,Overheads,0.0,2024-03-01,2024-03-31,Other
Interest Expense,Overheads,2968.44,2024-03-01,2024-03-31,Other
Motor Vehicle Expenses,Overheads,3099.07,2024-03-01,2024-03-31,Other
Office Expenses,Overheads,300.06,2024-03-01,2024-03-31,Other
Staff Amenities,Overheads,547.04,2024-03-01,2024-03-31,Other
Staff Education/Training,Overheads,1700.0,2024-03-01,2024-03-31,Other
Subscriptions,Overheads,1376.14,2024-03-01,2024-03-31,Other
Telephone & Internet,Overheads,541.8,2024-03-01,2024-03-31,Other
Travel - National,Overheads,817.7,2024-03-01,2024-03-31,Other
Workcover Expenses,Overheads,12039.71,2024-03-01,2024-03-31,Other
Total Operating Expenses,Overheads,0.0,2024-03-01,2024-03-31,Operating Expenses
Net Profit,Overheads,0.0,2024-03-01,2024-03-31,Other
Sales,Unassigned,39365.93,2024-03-01,2024-03-31,Income
Total Trading Income,Unassigned,0.0,2024-03-01,2024-03-31,Income
Contractors,Unassigned,0.0,2024-03-01,2024-03-31,Cost of Sales
Cost of Goods Sold,Unassigned,0.0,2024-03-01,2024-03-31,Cost of Sales
Hire of Equipment/Tools,Unassigned,0.0,2024-03-01,2024-03-31,Cost of Sales
Insurance - Warranty,Unassigned,0.0,2024-03-01,2024-03-31,Other
License & Permits,Unassigned,0.0,2024-03-01,2024-03-31,Other
Superannuation,Unassigned,0.0,2024-03-01,2024-03-31,Other
Wages and Salaries,Unassigned,-179.7,2024-03-01,2024-03-31,Other
Total Cost of Sales,Unassigned,0.0,2024-03-01,2024-03-31,Income
Gross Profit,Unassigned,0.0,2024-03-01,2024-03-31,Other
Advertising,Unassigned,0.0,2024-03-01,2024-03-31,Other
Bank Fees,Unassigned,0.0,2024-03-01,2024-03-31,Other
Consulting & Accounting,Unassigned,0.0,2024-03-01,2024-03-31,Other
Depreciation,Unassigned,4727.77,2024-03-01,2024-03-31,Other
Entertainment,Unassigned,0.0,2024-03-01,2024-03-31,Other
Hire Equipment,Unassigned,0.0,2024-03-01,2024-03-31,Other
Insurance - Business,Unassigned,4297.71,2024-03-01,2024-03-31,Other
Interest Expense,Unassigned,412.83,2024-03-01,2024-03-31,Other
Motor Vehicle Expenses,Unassigned,0.0,2024-03-01,2024-03-31,Other
Office Expenses,Unassigned,0.0,2024-03-01,2024-03-31,Other
Staff Amenities,Unassigned,0.0,2024-03-01,2024-03-31,Other
Staff Education/Training,Unassigned,0.0,2024-03-01,2024-03-31,Other
Subscriptions,Unassigned,0.0,2024-03-01,2024-03-31,Other
Telephone & Internet,Unassigned,0.0,2024-03-01,2024-03-31,Other
Travel - National,Unassigned,0.0,2024-03-01,2024-03-31,Other
Workcover Expenses,Unassigned,0.0,2024-03-01,2024-03-31,Other
Total Operating Expenses,Unassigned,0.0,2024-03-01,2024-03-31,Operating Expenses
Net Profit,Unassigned,0.0,2024-03-01,2024-03-31,Other
Sales,Total,0.0,2024-03-01,2024-03-31,Income
Total Trading Income,Total,0.0,2024-03-01,2024-03-31,Income
Contractors,Total,0.0,2024-03-01,2024-03-31,Cost of Sales
Cost of Goods Sold,Total,0.0,2024-03-01,2024-03-31,Cost of Sales
Hire of Equipment/Tools,Total,0.0,2024-03-01,2024-03-31,Cost of Sales
Insurance - Warranty,Total,0.0,2024-03-01,2024-03-31,Other
License & Permits,Total,0.0,2024-03-01,2024-03-31,Other
Superannuation,Total,0.0,2024-03-01,2024-03-31,Other
Wages and Salaries,Total,0.0,2024-03-01,2024-03-31,Other
Total Cost of Sales,Total,0.0,2024-03-01,2024-03-31,Income
Gross Profit,Total,0.0,2024-03-01,2024-03-31,Other
Advertising,Total,0.0,2024-03-01,2024-03-31,Other
Bank Fees,Total,0.0,2024-03-01,2024-03-31,Other
Consulting & Accounting,Total,0.0,2024-03-01,2024-03-31,Other
Depreciation,Total,0.0,2024-03-01,2024-03-31,Other
Entertainment,Total,0.0,2024-03-01,2024-03-31,Other
Hire Equipment,Total,0.0,2024-03-01,2024-03-31,Other
Insurance - Business,Total,0.0,2024-03-01,2024-03-31,Other
Interest Expense,Total,0.0,2024-03-01,2024-03-31,Other
Motor Vehicle Expenses,Total,0.0,2024-03-01,2024-03-31,Other
Office Expenses,Total,0.0,2024-03-01,2024-03-31,Other
Staff Amenities,Total,0.0,2024-03-01,2024-03-31,Other
Staff Education/Training,Total,0.0,2024-03-01,2024-03-31,Other
Subscriptions,Total,0.0,2024-03-01,2024-03-31,Other
Telephone & Internet,Total,0.0,2024-03-01,2024-03-31,Other
Travel - National,Total,0.0,2024-03-01,2024-03-31,Other
Workcover Expenses,Total,0.0,2024-03-01,2024-03-31,Other
Total Operating Expenses,Total,0.0,2024-03-01,2024-03-31,Operating Expenses
Net Profit,Total,0.0,2024-03-01,2024-03-31,Other
Sales,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Income
Total Trading Income,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Income
Contractors,11 York Street Eltham,7221.09,2022-12-01,2022-12-31,Cost of Sales
Cost of Goods Sold,11 York Street Eltham,1724.58,2022-12-01,2022-12-31,Cost of Sales
Hire of Equipment/Tools,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Cost of Sales
License & Permits,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Superannuation,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Wages and Salaries,11 York Street Eltham,3112.09,2022-12-01,2022-12-31,Other
Total Cost of Sales,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Income
Gross Profit,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Advertising,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Bank Fees,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Consulting & Accounting,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Depreciation,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Entertainment,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Fines,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Motor Vehicle Expenses,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Office Expenses,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Protective Clothing,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Staff Amenities,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Staff Education/Training,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Subscriptions,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Telephone & Internet,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Travel - National,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Total Operating Expenses,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Operating Expenses
Net Profit,11 York Street Eltham,0.0,2022-12-01,2022-12-31,Other
Sales,16 Longs Rd Lower Plenty,63532.18,2022-12-01,2022-12-31,Income
Total Trading Income,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Income
Contractors,16 Longs Rd Lower Plenty,7663.64,2022-12-01,2022-12-31,Cost of Sales
Cost of Goods Sold,16 Longs Rd Lower Plenty,25403.52,2022-12-01,2022-12-31,Cost of Sales
Hire of Equipment/Tools,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Cost of Sales
License & Permits,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Superannuation,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Wages and Salaries,16 Longs Rd Lower Plenty,12938.44,2022-12-01,2022-12-31,Other
Total Cost of Sales,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Income
Gross Profit,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Advertising,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Bank Fees,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Consulting & Accounting,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Depreciation,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Entertainment,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Fines,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Motor Vehicle Expenses,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Office Expenses,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Protective Clothing,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Staff Amenities,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Staff Education/Training,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Subscriptions,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Telephone & Internet,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Travel - National,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Total Operating Expenses,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Operating Expenses
Net Profit,16 Longs Rd Lower Plenty,0.0,2022-12-01,2022-12-31,Other
Sales,17 Riverview Rd Montmorency,151652.45,2022-12-01,2022-12-31,Income
Total Trading Income,17 Riverview Rd Montmorency,0.0,2022-12-01,2022-12-31,Income
Contractors,17 Riverview Rd Montmorency,25627.28,2022-12-01,2022-12-31,Cost of Sales
Cost of Goods Sold,17 Riverview Rd Montmorency,7941.71,2022-12-01,2022-12-31,Cost of Sales
Hire of Equipment/Tools,17 Riverview Rd Montmorency,0.0,2022-12-01,2022-12-31,Cost of Sales
License & Permits,17 Riverview Rd Montmorency,0.0,2022-12-01,2022-12-31,Other
Superannuation,17 Riverview Rd Montmorency,0.0,2022-12-01,2022-12-31,Other
Wages and Salaries,17 Riverview Rd Montmorency,9397.84,2022-12-01,2022-12-31,Other
Total Cost of Sales,17 Riverview Rd Montmorency,0.0,2022-12-01,2022-12-31,Income
Gross Profit,17 Riverview Rd Montmorency,0.0,2022-12-01,2022-12-31,Other
Advertising,17 Riverview Rd Montmorency,0.0,2022-12-01,2022-12-31,Other
Bank Fees,17 Riverview Rd Montmorency,0.0,2022-12-01,2022-12-31,Other
